5.6232573601863844	43.69221019049464	17.58843878655242
4.926934738453435	42.664659180316846	17.15890612476155
8.870911023233383	41.122540274246255	15.288718237574773
7.7867890199812075	40.33286270815746	14.418131139098728
9.930586938370334	41.97898729857171	11.353667984113544
10.804904872293672	46.32974512168202	9.097954556067073
13.556954867131434	42.99241724950999	8.96981470168426
14.8440678134441	41.99898557871031	6.40523946111763
17.573094696850706	39.792941967259274	9.050989572004012
20.80132829199184	41.575172476041836	11.192333360722541
21.734903588842105	40.209509330013695	12.432574344730922
25.161959427245957	38.68382359867896	15.023909494709043
29.05158253805738	35.53539018745592	18.795798535623405
31.959236197136015	31.06730317786983	20.782472396574796
36.52561653464645	29.61367159498191	27.71937888231745
38.63564403821635	24.55370388643562	34.89918666634297
41.905871376382436	22.104835085236893	37.4916522550375
45.6369848101716	16.62877583098145	45.369210954286956
49.88601298320737	15.382567789348858	49.73632126575626
57.3329226396787	16.887636062427813	54.02658420569464
63.5438867310751	20.30379364353365	61.730018829112936
70.07225452497893	28.070899609664377	69.07475159146811
81.61199570629766	36.71782168426365	79.88490295200532
88.97739933270903	44.98786984878001	87.3165028221177
97.52093897244961	53.035482354823124	96.59774057067196
109.52675228723076	62.659314833766125	106.1345232629466
117.8906114064524	73.06075084284679	116.06313757692772
130.04066921348405	83.20971537678514	126.74763225898019
139.3587238757319	92.68507626833653	137.1958745470627
145.75479383634257	99.71603845871346	143.89398924177337
